PostID,Language,YearMonth,OriginalText,EnglishTranslation,Annotator1,Annotator2,FineLabel,Label3Class,Target,TargetPrimary,TargetSecondary,IncludeInAudit
POST_0475,Amharic,2023-03,የMekelle ካውንስል በምርጫ ዘመቻ ላይ የስድብ ቃላትን መከልከል አለበት,The Mekelle council should ban slurs during election campaigns,Political speech,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0078,Afan Oromo,2023-03,Vaaksiiniin nama dhukkubsachisa jechuun ragaa malee dubbachuu dha,Saying the vaccine makes everyone sick is speaking without evidence,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0038,Afan Oromo,2023-03,Waldaan isaanii dhibee kana akka mootummaa meeshaatti fayyadamaa jirti,Their religious group is using this disease as a government tool,Hate speech,Hate speech,Hate speech,Hate,Religion/Health,Religion,Health,True
POST_0062,Afan Oromo,2023-03,Ortodoksiin iddoo uummataa hunda dhuunfachuu barbaaddi,The Orthodox side wants to monopolize every public space,Ambiguous,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0824,Afan Oromo,2023-03,Oromo ijoollee kee angoo irra jiranii fi wanta harkaa kee lixe eegi. Adunyaa perfektiin hin jiru. Waan qabdu qabadhu isa hafe immo step by step.,"[Faithful.] Oromo, protect your children who are in power and what has come into your hand. There is no perfect world. Hold on to what you have, and the rest [pursue] step by step.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0585,Afan Oromo,2023-03,Naafxaanyaa ykn faannoo atii hardha jeetuu tana jawaar mo Abiyii hidhaachiisee ?? waa bobooreesuun isiini amala. Naafxaanyaan harkaa fi Harmaa nuu muree ee dhugaa Abiyiin Hoo morma nu hin muree ???• kan harka mureef Mormaa nu muree malii gara gaarummaan isaa ????,"[PROVISIONAL] This 'Neftegna or Fano' you talk about today — was it Jawar or Abiy who jailed people?? Twisting things is your nature. Yes, the Neftegna cut off our hands and breasts — true. But hasn't Abiy [now] cut our throats??? Between the one who cut hands and the one who cut our throats — what's the difference; where is his 'goodness'?",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0122,Amharic,2023-03,ኦሮሞዎች ከኦርቶዶክስ ጋር ተባብረው ሀገርን እያበላሹ ነው,the Oromos are teaming up with orthodox christians to ruin the country,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0410,Afan Oromo,2023-04,Maqalee keessatti seerri haaraan amantii tokko qofaaf bakka uummataa eeyyama jedha,A new rule in Maqalee allows only one religion to use public spaces,Misinformation,Misinformation,Misinformation,,Politics/Public policy,Politics,Public policy,False
POST_0568,Afan Oromo,2023-04,H/Adaam Saadoo faakata yoo naafxaanyaa duuraa dhaabatee faalmee oromo laafa kaasee qaabsoo iraa boobaase qaanqee bilisuumaa oromo keesaa laabsuu waaqoo Guutu faakata yoo haarkaa keenuu diiduu [Leenjisoo](https://www.facebook.com/profile.php?id=100085218171677) Diigaa faakata yoo saba baarsifatuu Taadasa Biiruu faakata.,"[PROVISIONAL] He resembles Haji Adam Saido when he stands against the Neftegna and rouses the Oromo to struggle, kindling the spark of Oromo freedom; Waaqo Guutuu when he refuses to surrender; Leenjisoo Diigaa when [he ...]; Tadesse Birru when he educates the nation.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0978,Amharic,2023-04,ናይጄርያ ም: 'ኢ[SLUR_OROMO]' ይባላሉ::  ወያኔ በሰጠው ስም አትጥሩት። [SLUR_OROMO]! የእነዚህ ተላላኪ ሆኖ ከመኖር ሞት ይሻላል ።,[Faithful.] In Nigeria too they're called 'Igala.' Don't call them by the name Woyane [the TPLF] gave. [SLUR_OROMO]! Better death than to live as these people's errand-boy.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0517,Afan Oromo,2023-04,"Ammaa achii warraa fixaalleeyyiiidhaaf dhummee jiraa
Chawuu lumuxi
Chawuu naafxaanyaa
Chawuu finxaleeyyii
Jedhaan
Finfinnee garaa Abbaa biyyaattii dhuftee jirtii","From now on it's finished for the extremists. 'Chawuu' [dismissive jeer] to the [...], to the Neftegna, to the extremists — they say. Finfinne has come [back] to its rightful owner.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0121,Amharic,2023-04,[SLUR_OROMO]ዎች በባህር ዳር ላይ ምንም መብት የላቸውም,the [SLUR_OROMO] have no rights in Bahir Dar,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0448,Afan Oromo,2023-04,Konkolaataan bulchiinsaa Jimmaa keessatti jechoota arrabsoo yeroo filannoo dhorkuu qaba,The administration in Jimmaa should ban slurs during elections,Ambiguous,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0602,Afan Oromo,2023-04,Gaafa Guulaa Nuu Guulchisaa gaafa duulaa nuu duulchisaa waan galgala abbaa eeggatuu yoo beekketan guyyaa beekkatuu Goonni diinan Dirree bu'aa Gaafa Xiiqii Sabaaf Du'aa Gaafa xiiqii Biyyaaf Du'aa Gaafa Roorroo Biyyaaf Du'aa.....,"Martial geerarsa: 'When it is time to [finish/triumph], make us triumph; when it is time for the campaign, make us campaign. If you know what awaits by evening, know it by day [be ready]. The hero descends to the field against the enemy. In time of resolve, die for the nation; in time of resolve, die for the country; in time of oppression, die for the country.....'",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0581,Afan Oromo,2023-04,"Mormaa.muuraan.dhaallkeenyaa.gaaraan.koo.
Yoom.daagaataa nuuraatii.faarsaan.egaaras
Ullfiinii.hiin.taatuufii.naafxaanyaa
Oromiyaan.biiyaa.teenyaa.haa.faallmanuu
Maaliif.teeny
Koofiilliinee.siirbiinaa.maallee.keesii.keenyaa
Nuu.maadaa jaabanee.haa
Faallmaanuu.oromo","[PROVISIONAL] Though they cut our necks, our heritage stands, my mountain... We will give no honor to the Neftegna; Oromia is our country, let us defend it... Let us not merely sing and dance but [act] from within; wounded yet steeled, let us defend it, Oromo.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0590,Afan Oromo,2023-04,"Qaamoolee nageenyaa uumaata akka bu,uufi dadhaabii wogaa tokkoo baraa 16/13/2016 egaalee deemaa three xummuraa keenuufi guuyaa 30/10/2017 hardhaa gufuu taanii fottoo giraafii maaqa namootaa Abaa qabeenyaafi naafxaanyaa dhiigaa koon nyaachuu biiyaa biiroo dhufee konkolaata saleedaa 01835 ,UN saleedaa 3035 doozeraa , police idiillee oromoo konkolaata waldaa qaxxamuraa diinaafi hadhaa siiqeefi hojaatuu waajiraa yeneneshii Eebisaafi hadhaa siiqee biiroo kanaa qaamoolee nageenyaa","[PROVISIONAL] Fragmentary — appears to name security forces and specific individuals/vehicles framed as 'enemy' and 'Neftegna who eat my blood': a dated incident, a 'photo-graph' of people's names, a property-owner, vehicle plate 01835, a UN plate 3035 dozer, police, an Oromo transit-association vehicle, and named office staff (Yeneneshii Eebisaa and a 'Siiqqee' employee) of a named bureau.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0264,Afan Oromo,2023-04,'ነፈጠኛ' jechuun Amaarota arrabsuun sirrii miti,It is not right to insult Amharas by saying 'Neftegna',Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0610,Afan Oromo,2023-05,Wob gooftaa diinaa jabadhuu lecaa ko karan atii demtuu milkii sif yaa toluu gootaa gaaf rakoo gachana oromoo wob ko nufu jiradhaa lecaa keenyaa nutii sinumaa qabnaa,"WBO, master over the enemy — be strong, my lion; may the road you travel bring you fortune; hero, in time of trouble [you are] the shield of the Oromo. My WBO, live for us; our lion — we indeed have you.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0095,Amharic,2023-05,የእነሱ ሀይማኖት በኮቪድ ወቅት ሕግ አይከተልም,Their religion does not follow the law during COVID,Hate speech,Hate speech,Hate speech,Hate,Religion/Health,Religion,Health,True
POST_0313,Afan Oromo,2023-05,Har'a Gondar keessatti sagantaan amantii gaggeeffame,A religious program was held today in Gondar,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0666,Amharic,2023-05,ኦሮሞነት ወይም ኦሮሞ መሆን ዛሬም ጭምር በመላው የኢትዮጵያ የፖለቲካ ስረዓት ውስጥ ወንጀል ሲሆን በመላው የኢትዮጵያ የሃይማኖት ተቋማት ውስጥ ደግሞ ሀጢኣት ነው። ሃጫሉ ሁንዴሳ እና በቴ ኡርጌሳ እንዲሁም በሚልዮኖች የሚቆጠሩ ንፁህ ኦሮሞዎች ላለፉት 160 ዓመታት በመላው ኢትዮጵያ የተገደሉት በዚህ ኦሮሞነትን ወይም ኦሮሞ መሆንን በምድር ላይ በፖለቲካና በህግ እሳቤ ወንጀል፤ በሰማይ ቤት ደግሞ በእግዚአብሄር ፊት በሃይማኖት እሳቤ ሀጢኣት አድርጎ በሚያይ እጅግ አደገኛ ስረዓታዊ እና መዋቅራዊ እሳቤ ነው። እንበልና፤ በሃጫሉም ሆነ በበቴ ግድያ የተሳተፉት ኦሮሞዎች እንኳን ቢሆኑ ፤ እነዚህን ንፁኸን የገደሉት ሰዎች criminal intent የተቀረፀውና የተገነባው በዚህ ኦሮሞን መግደልን ፅድቅ አድርጎ በሚያይ የኢትዮጵያ ስረዓታዊ እሳቤ ነው። ሌላው ቀርቶ፤ በኦሮሞ ህዝብ ስም እራሳቸውን የሚጠሩ የኦሮሞ የፖለቲካ ድርጅት ነን የሚሉት እንደ የኦሮሞ ብልፅግና፤ ኦፌኮ እና ኦነግ ያሉ ድርጅቶች እና አባላቶቻቸው በሙሉ አንድ ቦታ መርጠው፤ ተጨፋጭፈው ሁሉም በአንድ ቀን ቢያልቁ፤ የኢትዮጵያ አምላክ የኢትዮጵያን ጠላቶች አባልቶ ኢትዮጵያን ከጠላቶቿ ነፃ አወጣ ነው የሚባለው እንጂ ፤ሰው ሞተ ብሎ በኢትዮጵያ የፖለቲካ መዋቅር እና በኢትዮጵያ የሃይማኖት መዋቅር ውስጥ ለአንድ ደቂቃ የሚያዝንላቸው ሰው የለም። በኢትዮጵያ መከላከያ ውስጥ ያሉ የኦሮሞ መከላከያ አባላት በሙሉ እና የኦሮሞ ነፃነት ሰራዊት አባላት በሙሉ አንድ ሰው ሳይቀር ቢተላለቁ፤ የኢትዮጵያ አምላክ አፋጃቸው ብለው የሚጨፍሩ ጉዶች እንጂ ለአንዳቸውም የሚያዝኑ አንድ ሰው በዚህ ስረዓት ውስጥ አታገኙም። ጠቅላይ ሚንስትር አብይን ጨምሮ ሁሉም የኦሮሞ ባለስልጣናት ለግዜው ይደልሏቸው ይሆናል እንጂ አሁን ባለው የኢትዮጵያ ስረዓታዊ እሳቤ፤ የሰሩትን የትኛውንም ጥፋት ሳይጨምር፤ በኦሮሞነታቸው ብቻ ተጠርጣሪ ወንጀለኞች ናቸው። ለጠቅላይ ሚንስትር አብይ ህይወት አደጋዎቹ እንደ ሃጫሉና በቴ አይነቶቹ ንፁኋን ሳይሆኑ፤ ሙሴና ኢየሱሳችን ነህ ወዘተ የሚሉት የኢትዮጵያ ስረዓት የወለዳቸው ነፈሰ በላዎቹ ናቸው። ለኦሮሞ ደናቁርት የፖለቲካ ስብስቦች ይህን በገሃድ የሚታይ እውነታ ማስረዳት ስላልተቻለ ዛሬም ጭምር የበርካታ ንፁሃን ሃጫሉዎችና የበርካታ ንፁሃን በቴዎች ደም በየቦታው በከንቱ ይፈሳል። የኢትዮጵያ ችግር የኦሮሞነትን ወንጀልና ሀጢአት አድርጎ የተመሰረተው የኢትዮጵያ መዋቅራዊ እና ስረዓታዊ እሳቤ ነው። የኦሮሞ የፖለቲካ ኃይሎች ትግል ይህን ፀረ ኦሮሞ የሆነ ስረዓታዊ እሳቤ አፍረሶ በሌላ ስረዓታዊ እሳቤ መተካት ላይ ያነጣጠረ መሆን አለበት። ያ ካልሆነ፤ ፀረ ኦሮሞውን ስረዓት ወክላችሁ ያላችሁ ሁሉ፤ የኦሮሞን ህይወት ማዳን ሲገባችሁ፤ ግደሉም አስገድሉም፤ አንድ ጥግ ይዛችሁ ተቀመጡም፤ ተደበቁም፤ ከጠቅላይ ሚንስትር አብይ ጀምሮ ሁላችሁም አንድ በአንድ፤ እስከ ታች የስረዓቱ እርከን ያላችሁ ኦሮሞዎች በሙሉ፤ በስረዓቱ ትበላላችሁ እንጂ አትተርፉም። በስተመጨረሻም የሃጫሉና የበቴንም ክብር ሆነ መታሰቢያ አይኖራችሁም።,"[Condensed, faithful.] Argues that being Oromo ('Oromummaa') is treated as a crime throughout Ethiopia's political order and as a sin within all its religious institutions. Claims Hachalu Hundessa, Bate Urgessa and millions of innocent Oromos have been killed across Ethiopia over the past 160 years because of this 'systemic and structural mindset' that frames Oromo-ness as a crime on earth and a sin before God. Argues that even where Oromos took part in killing Hachalu or Bate, the criminal intent was shaped by an Ethiopian system that treats killing Oromos as righteous. States that even if all self-described Oromo political organizations (Oromo Prosperity, OFC, OLF) and their members were massacred in a single day, the system would say 'the God of Ethiopia destroyed Ethiopia's enemies' rather than mourn; and that if all Oromo Defense members and all OLA members were wiped out, some would celebrate. Claims every Oromo official, PM Abiy included, is — by Oromo-ness alone, regardless of wrongdoing — a 'suspect criminal' in this system, and that the threats to Abiy's life come not from innocents like Hachalu/Bate but from the 'soul-eaters' the system birthed. Concludes that the Oromo struggle must dismantle and replace this anti-Oromo systemic mindset; otherwise every Oromo representing it, from Abiy down, 'will be consumed by the system' and left with neither Hachalu's nor Bate's honor.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0422,Afan Oromo,2023-05,Seerri haaraan Gondar keessatti amantii tokko qofaaf bakka uummataa kenna,A new law in Gondar gives public spaces to only one religion,Misinformation,Misinformation,Misinformation,,Politics/Public policy,Politics,Public policy,False
POST_0183,Afan Oromo,2023-05,warra Tigraay bakka uummataa keessaa ari'amuu qabu,the Tigrayans should be driven out of public spaces,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0107,Amharic,2023-05,አማራዎች በሽታን ወደ ከተማ ያመጡ እነሱ ናቸው,the Amharas are the ones who brought disease into the city,Hate speech,Hate speech,Hate speech,Hate,Health/Ethnicity,Health,Ethnicity,True
POST_0429,Amharic,2023-05,‘[SLUR_AMHARA]’ የሚለው ቃል በሻሸመኔ የተጻፈው ፖስት ላይ ስድብ ነው ወይስ ፖለቲካዊ መለያ?,"In the post from Shashemene, is ‘[SLUR_AMHARA]’ a slur or a political label?",Ambiguous,Ambiguous,Ambiguous,,Ethnicity/Politics,Ethnicity,Politics,False
POST_0922,Amharic,2023-05,ይቆይ ይሆናል እንጂ በጡንቻም ይሁን በፍጥቻ የአገውና ቅማንት የክልልነት ጥያቄ መመለሱ አይቀርም!,"[Faithful.] It may be delayed, but whether by muscle [force] or by struggle, the Agew and Qemant regional-statehood question will surely be answered!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0806,Amharic,2023-05,ቢመርም ንገረው ለፈራው ልባቼው መላ አማራ ደሙ ፋኖ ነው በሏቸው,"[Faithful.] Even if it's bitter, tell it to the fearful heart; tell them: all the Amhara — their blood is Fano.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
